target_gene,guide_id,accession,locus,ORF_ID,Best_Hit_ARO,ARO,Drug Class,Resistance Mechanism,AMR Gene Family,Model_type,Cut_Off,Best_Identities,Percentage Length of Reference Sequence
mcr1,mcr1_riskaware_top5,GCF_000814305.1,NZ_CP010392.1:3614450-3615508:-,mcr1|mcr1_riskaware_top5|GCF_000814305.1|NZ_CP010392.1:3614450-3615508:-|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=553_1 # 1 # 1059 # 1 # ID=553_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_000814305.1,NZ_CP010392.1:4422248-4424014:-,mcr1|mcr1_riskaware_top5|GCF_000814305.1|NZ_CP010392.1:4422248-4424014:-|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=562_1 # 1 # 1767 # 1 # ID=562_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_000814305.1,NZ_CP010392.1:4515685-4516989:-,mcr1|mcr1_riskaware_top5|GCF_000814305.1|NZ_CP010392.1:4515685-4516989:-|gene=nan|product=MFS_transporter|record=563_1 # 1 # 1305 # 1 # ID=563_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_000968155.1,NZ_FO834906.1:1887746-1888804:+,mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:1887746-1888804:+|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=580_1 # 1 # 1059 # 1 # ID=580_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.631,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_000968155.1,NZ_FO834906.1:3204076-3205242:-,mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:3204076-3205242:-|gene=nan|product=MFS_transporter|record=582_1 # 1 # 1167 # 1 # ID=582_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_000968155.1,NZ_FO834906.1:3932593-3935715:+,mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:3932593-3935715:+|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=585_1 # 1 # 3123 # 1 # ID=585_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,89.9,100.0
mcr1,mcr1_riskaware_top5,GCF_000968155.1,NZ_FO834906.1:4514345-4516111:-,mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4514345-4516111:-|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=591_1 # 1 # 1767 # 1 # ID=591_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.563,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.2,96.39
mcr1,mcr1_riskaware_top5,GCF_000968155.1,NZ_FO834906.1:4607660-4608964:-,mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4607660-4608964:-|gene=nan|product=MFS_transporter|record=592_1 # 1 # 1305 # 1 # ID=592_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.618,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,30.22,101.17
mcr1,mcr1_riskaware_top5,GCF_001022035.1,NZ_CP011578.1:1714083-1717205:+,mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1714083-1717205:+|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=596_1 # 1 # 3123 # 1 # ID=596_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,90.19,100.0
mcr1,mcr1_riskaware_top5,GCF_001022035.1,NZ_CP011578.1:1138851-1140017:-,mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1138851-1140017:-|gene=nan|product=MFS_transporter|record=601_1 # 1 # 1167 # 1 # ID=601_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.613,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_001022035.1,NZ_CP011578.1:4241343-4242647:+,mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4241343-4242647:+|gene=nan|product=MFS_transporter|record=613_1 # 1 # 1305 # 1 # ID=613_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_001022035.1,NZ_CP011578.1:4335624-4337390:+,mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4335624-4337390:+|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=614_1 # 1 # 1767 # 1 # ID=614_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_001022035.1,NZ_CP011578.1:5153487-5154545:+,mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:5153487-5154545:+|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=623_1 # 1 # 1059 # 1 # ID=623_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_001022175.1,NZ_CP011624.1:3959038-3962160:-,mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:3959038-3962160:-|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=628_1 # 1 # 3123 # 1 # ID=628_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.646,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,90.0,100.0
mcr1,mcr1_riskaware_top5,GCF_001022175.1,NZ_CP011624.1:544187-545245:-,mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:544187-545245:-|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=629_1 # 1 # 1059 # 1 # ID=629_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_001022175.1,NZ_CP011624.1:1339188-1340954:-,mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1339188-1340954:-|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=638_1 # 1 # 1767 # 1 # ID=638_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_001022175.1,NZ_CP011624.1:1432625-1433929:-,mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1432625-1433929:-|gene=nan|product=MFS_transporter|record=639_1 # 1 # 1305 # 1 # ID=639_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_001022175.1,NZ_CP011624.1:4551530-4552696:+,mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:4551530-4552696:+|gene=nan|product=MFS_transporter|record=652_1 # 1 # 1167 # 1 # ID=652_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.608,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_001022235.1,NZ_CP011647.1:1941517-1942821:+,mcr1|mcr1_riskaware_top5|GCF_001022235.1|NZ_CP011647.1:1941517-1942821:+|gene=nan|product=MFS_transporter|record=663_1 # 1 # 1305 # 1 # ID=663_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_001022235.1,NZ_CP011647.1:2034492-2036258:+,mcr1|mcr1_riskaware_top5|GCF_001022235.1|NZ_CP011647.1:2034492-2036258:+|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=664_1 # 1 # 1767 # 1 # ID=664_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_001022235.1,NZ_CP011647.1:2844799-2845857:+,mcr1|mcr1_riskaware_top5|GCF_001022235.1|NZ_CP011647.1:2844799-2845857:+|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=673_1 # 1 # 1059 # 1 # ID=673_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_001022235.1,NZ_CP011647.1:4142390-4143556:-,mcr1|mcr1_riskaware_top5|GCF_001022235.1|NZ_CP011647.1:4142390-4143556:-|gene=nan|product=MFS_transporter|record=674_1 # 1 # 1167 # 1 # ID=674_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_001022235.1,NZ_CP011647.1:4808229-4811351:+,mcr1|mcr1_riskaware_top5|GCF_001022235.1|NZ_CP011647.1:4808229-4811351:+|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=677_1 # 1 # 3123 # 1 # ID=677_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.645,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,90.0,100.0
mecA,mecA_riskaware_top1,GCF_000364385.3,NZ_CP006659.2:656089-658833:-,mecA|mecA_riskaware_top1|GCF_000364385.3|NZ_CP006659.2:656089-658833:-|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=683_1 # 1 # 2745 # 1 # ID=683_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_000364385.3,NZ_CP006659.2:844762-845607:+,mecA|mecA_riskaware_top1|GCF_000364385.3|NZ_CP006659.2:844762-845607:+|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=689_1 # 1 # 846 # 1 # ID=689_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,mtrA,3000816,macrolide antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,26.47,93.36
mecA,mecA_riskaware_top1,GCF_000364385.3,NZ_CP006659.2:1431951-1433378:-,mecA|mecA_riskaware_top1|GCF_000364385.3|NZ_CP006659.2:1431951-1433378:-|gene=nan|product=MFS_transporter|record=692_1 # 1 # 1428 # 1 # ID=692_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_000364385.3,NZ_CP006659.2:4051206-4052642:-,mecA|mecA_riskaware_top1|GCF_000364385.3|NZ_CP006659.2:4051206-4052642:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=703_1 # 1 # 1437 # 1 # ID=703_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.570,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_000364385.3,NZ_CP006659.2:4583343-4584737:+,mecA|mecA_riskaware_top1|GCF_000364385.3|NZ_CP006659.2:4583343-4584737:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=707_1 # 1 # 1395 # 1 # ID=707_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.578,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_000597845.1,NZ_CP007265.1:3074702-3076345:-,mecA|mecA_riskaware_top1|GCF_000597845.1|NZ_CP007265.1:3074702-3076345:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=722_1 # 1 # 1644 # 1 # ID=722_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.530,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,99.63,100.0
mecA,mecA_riskaware_top1,GCF_000597845.1,NZ_CP007265.1:3870929-3872098:+,mecA|mecA_riskaware_top1|GCF_000597845.1|NZ_CP007265.1:3870929-3872098:+|gene=ydhP|product=MFS_transporter|record=723_1 # 1 # 1170 # 1 # ID=723_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.536,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000599625.1,NZ_CP007390.1:1596946-1598589:+,mecA|mecA_riskaware_top1|GCF_000599625.1|NZ_CP007390.1:1596946-1598589:+|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=727_1 # 1 # 1644 # 1 # ID=727_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.530,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,99.63,100.0
mecA,mecA_riskaware_top1,GCF_000599625.1,NZ_CP007390.1:2141159-2142328:+,mecA|mecA_riskaware_top1|GCF_000599625.1|NZ_CP007390.1:2141159-2142328:+|gene=ydhP|product=MFS_transporter|record=728_1 # 1 # 1170 # 1 # ID=728_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.536,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000599645.1,NZ_CP007391.1:1691721-1693364:+,mecA|mecA_riskaware_top1|GCF_000599645.1|NZ_CP007391.1:1691721-1693364:+|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=737_1 # 1 # 1644 # 1 # ID=737_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.530,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,99.63,100.0
mecA,mecA_riskaware_top1,GCF_000599645.1,NZ_CP007391.1:2240947-2242116:+,mecA|mecA_riskaware_top1|GCF_000599645.1|NZ_CP007391.1:2240947-2242116:+|gene=ydhP|product=MFS_transporter|record=738_1 # 1 # 1170 # 1 # ID=738_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.536,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000599665.1,NZ_CP007392.1:2541818-2542987:-,mecA|mecA_riskaware_top1|GCF_000599665.1|NZ_CP007392.1:2541818-2542987:-|gene=ydhP|product=MFS_transporter|record=750_1 # 1 # 1170 # 1 # ID=750_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.537,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000599665.1,NZ_CP007392.1:3150562-3152205:-,mecA|mecA_riskaware_top1|GCF_000599665.1|NZ_CP007392.1:3150562-3152205:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=752_1 # 1 # 1644 # 1 # ID=752_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.530,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,98.72,100.0
mecA,mecA_riskaware_top1,GCF_000599685.1,NZ_CP007393.1:2534956-2536125:-,mecA|mecA_riskaware_top1|GCF_000599685.1|NZ_CP007393.1:2534956-2536125:-|gene=ydhP|product=MFS_transporter|record=760_1 # 1 # 1170 # 1 # ID=760_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.537,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000599685.1,NZ_CP007393.1:3140349-3141992:-,mecA|mecA_riskaware_top1|GCF_000599685.1|NZ_CP007393.1:3140349-3141992:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=762_1 # 1 # 1644 # 1 # ID=762_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.530,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,98.72,100.0
mecA,mecA_riskaware_top1,GCF_000599705.1,NZ_CP007394.1:2491225-2492394:-,mecA|mecA_riskaware_top1|GCF_000599705.1|NZ_CP007394.1:2491225-2492394:-|gene=ydhP|product=MFS_transporter|record=770_1 # 1 # 1170 # 1 # ID=770_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.537,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,35.4,89.22
mecA,mecA_riskaware_top1,GCF_000599705.1,NZ_CP007394.1:3097198-3098841:-,mecA|mecA_riskaware_top1|GCF_000599705.1|NZ_CP007394.1:3097198-3098841:-|gene=yojI|product=microcin_J25_efflux_ABC_transporter_YojI|record=772_1 # 1 # 1644 # 1 # ID=772_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.530,YojI,3003952,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Strict,98.72,100.0
mecA,mecA_riskaware_top1,GCF_000739495.1,NZ_CP009114.1:4169459-4172203:-,mecA|mecA_riskaware_top1|GCF_000739495.1|NZ_CP009114.1:4169459-4172203:-|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=776_1 # 1 # 2745 # 1 # ID=776_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.616,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,34.93,298.69
mecA,mecA_riskaware_top1,GCF_000739495.1,NZ_CP009114.1:2159920-2161356:-,mecA|mecA_riskaware_top1|GCF_000739495.1|NZ_CP009114.1:2159920-2161356:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=784_1 # 1 # 1437 # 1 # ID=784_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.570,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_000739495.1,NZ_CP009114.1:2655400-2656794:+,mecA|mecA_riskaware_top1|GCF_000739495.1|NZ_CP009114.1:2655400-2656794:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=788_1 # 1 # 1395 # 1 # ID=788_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.578,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_000739495.1,NZ_CP009114.1:4363630-4364475:+,mecA|mecA_riskaware_top1|GCF_000739495.1|NZ_CP009114.1:4363630-4364475:+|gene=araC|product=arabinose_operon_transcriptional_regulator_AraC|record=800_1 # 1 # 846 # 1 # ID=800_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,mtrA,3000816,macrolide antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,26.47,93.36
mecA,mecA_riskaware_top1,GCF_000739495.1,NZ_CP009114.1:4913041-4914468:-,mecA|mecA_riskaware_top1|GCF_000739495.1|NZ_CP009114.1:4913041-4914468:-|gene=nan|product=MFS_transporter|record=803_1 # 1 # 1428 # 1 # ID=803_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_000764615.1,NZ_CP008929.1:2373905-2376649:-,mecA|mecA_riskaware_top1|GCF_000764615.1|NZ_CP008929.1:2373905-2376649:-|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=810_1 # 1 # 2745 # 1 # ID=810_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.623,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
mecA,mecA_riskaware_top1,GCF_000764615.1,NZ_CP008929.1:416727-418163:-,mecA|mecA_riskaware_top1|GCF_000764615.1|NZ_CP008929.1:416727-418163:-|gene=nan|product=sugar_porter_family_MFS_transporter|record=812_1 # 1 # 1437 # 1 # ID=812_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.571,otr(B),3002892,tetracycline antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,27.15,84.9
mecA,mecA_riskaware_top1,GCF_000764615.1,NZ_CP008929.1:549298-550836:+,mecA|mecA_riskaware_top1|GCF_000764615.1|NZ_CP008929.1:549298-550836:+|gene=emrB|product=multidrug_efflux_MFS_transporter_permease_subunit_EmrB|record=813_1 # 1 # 1539 # 1 # ID=813_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,Klebsiella pneumoniae KpnH,3004597,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Strict,93.36,100.0
mecA,mecA_riskaware_top1,GCF_000764615.1,NZ_CP008929.1:924284-925678:+,mecA|mecA_riskaware_top1|GCF_000764615.1|NZ_CP008929.1:924284-925678:+|gene=nan|product=sugar_porter_family_MFS_transporter|record=816_1 # 1 # 1395 # 1 # ID=816_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.581,lfrA,3003967,fluoroquinolone antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,40.57,92.06
mecA,mecA_riskaware_top1,GCF_000764615.1,NZ_CP008929.1:3119740-3121167:-,mecA|mecA_riskaware_top1|GCF_000764615.1|NZ_CP008929.1:3119740-3121167:-|gene=nan|product=MFS_transporter|record=831_1 # 1 # 1428 # 1 # ID=831_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,facT,3001313,elfamycin antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,33.18,84.97
mecA,mecA_riskaware_top1,GCF_000775955.1,NZ_CP009461.1:4225751-4228495:+,mecA|mecA_riskaware_top1|GCF_000775955.1|NZ_CP009461.1:4225751-4228495:+|gene=rbbA|product=ribosome-associated_ATPase/putative_transporter_RbbA|record=842_1 # 1 # 2745 # 1 # ID=842_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.622,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,35.37,298.69
