rgi_input_record_id,target_gene,guide_id,accession,local_genome_file,seqid,start,end,strand,sequence_length,overlap_gene,overlap_product,db_amr_confirmed,db_refined_functional_class
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4063595-4066252:+|gene=rcsD|product=phosphotransferase_RcsD|record=587,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,4063595,4066252,+,2658,rcsD,phosphotransferase RcsD,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4102917-4104446:-|gene=nuoM|product=NADH-quinone_oxidoreductase_subunit_M|record=588,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,4102917,4104446,-,1530,nuoM,NADH-quinone oxidoreductase subunit M,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4491733-4492938:+|gene=hofC|product=protein_transport_protein_HofC|record=589,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,4491733,4492938,+,1206,hofC,protein transport protein HofC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4512871-4514358:-|gene=murE|product=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate_ligase|record=590,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,4512871,4514358,-,1488,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4514345-4516111:-|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=591,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,4514345,4516111,-,1767,,peptidoglycan glycosyltransferase FtsI,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4607660-4608964:-|gene=nan|product=MFS_transporter|record=592,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,4607660,4608964,-,1305,,MFS transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:4956778-4958043:-|gene=nan|product=MFS_transporter|record=593,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,4956778,4958043,-,1266,,MFS transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_000968155.1|NZ_FO834906.1:5362727-5364511:-|gene=aceK|product=bifunctional_isocitrate_dehydrogenase_kinase/phosphatase|record=594,mcr1,mcr1_riskaware_top5,GCF_000968155.1,data_cas_offinder/expanded_panel/genomes/GCF_000968155.1_genomic.fna,NZ_FO834906.1,5362727,5364511,-,1785,aceK,bifunctional isocitrate dehydrogenase kinase/phosphatase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:3822465-3823322:+|gene=nan|product=ABC_transporter_permease|record=595,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,3822465,3823322,+,858,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1714083-1717205:+|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=596,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1714083,1717205,+,3123,,MdtB/MuxB family multidrug efflux RND transporter permease subunit,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:2758454-2761291:-|gene=glnE|product=bifunctional_[glutamate--ammonia_ligase]-adenylyl-L-tyrosine_phosphorylase/[glut|record=597,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,2758454,2761291,-,2838,glnE,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:2812300-2813334:-|gene=lsrC|product=autoinducer_2_ABC_transporter_permease_LsrC|record=598,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,2812300,2813334,-,1035,lsrC,autoinducer 2 ABC transporter permease LsrC,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:3640249-3641379:+|gene=rffA|product=dTDP-4-amino-4%2C6-dideoxygalactose_transaminase|record=599,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,3640249,3641379,+,1131,rffA,dTDP-4-amino-4%2C6-dideoxygalactose transaminase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1028513-1030168:-|gene=nan|product=ABC_transporter_permease|record=600,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1028513,1030168,-,1656,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1138851-1140017:-|gene=nan|product=MFS_transporter|record=601,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1138851,1140017,-,1167,,MFS transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1161138-1162097:+|gene=nan|product=ABC_transporter_permease|record=602,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1161138,1162097,+,960,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1380691-1381575:-|gene=ntrB|product=nitrate_ABC_transporter_permease|record=603,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1380691,1381575,-,885,ntrB,nitrate ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1754358-1755467:-|gene=apbC|product=iron-sulfur_cluster_carrier_protein_ApbC|record=604,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1754358,1755467,-,1110,apbC,iron-sulfur cluster carrier protein ApbC,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1846525-1849182:+|gene=rcsD|product=phosphotransferase_RcsD|record=605,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1846525,1849182,+,2658,rcsD,phosphotransferase RcsD,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:1885862-1887391:-|gene=nuoM|product=NADH-quinone_oxidoreductase_subunit_M|record=606,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,1885862,1887391,-,1530,nuoM,NADH-quinone oxidoreductase subunit M,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:2035412-2036473:-|gene=nan|product=AI-2E_family_transporter|record=607,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,2035412,2036473,-,1062,,AI-2E family transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:2343497-2344492:+|gene=nan|product=FecCD_family_ABC_transporter_permease|record=608,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,2343497,2344492,+,996,,FecCD family ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:2961763-2962371:+|gene=msrQ|product=protein-methionine-sulfoxide_reductase_heme-binding_subunit_MsrQ|record=609,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,2961763,2962371,+,609,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:3223197-3224099:-|gene=dppC|product=dipeptide_ABC_transporter_permease_DppC|record=610,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,3223197,3224099,-,903,dppC,dipeptide ABC transporter permease DppC,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:3543049-3544314:+|gene=nan|product=MFS_transporter|record=611,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,3543049,3544314,+,1266,,MFS transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:3751175-3752959:+|gene=aceK|product=bifunctional_isocitrate_dehydrogenase_kinase/phosphatase|record=612,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,3751175,3752959,+,1785,aceK,bifunctional isocitrate dehydrogenase kinase/phosphatase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4241343-4242647:+|gene=nan|product=MFS_transporter|record=613,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,4241343,4242647,+,1305,,MFS transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4335624-4337390:+|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=614,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,4335624,4337390,+,1767,,peptidoglycan glycosyltransferase FtsI,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4337377-4338864:+|gene=murE|product=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate_ligase|record=615,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,4337377,4338864,+,1488,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4360322-4361308:-|gene=hofC|product=protein_transport_protein_HofC|record=616,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,4360322,4361308,-,987,hofC,protein transport protein HofC,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4709724-4711031:+|gene=nan|product=carbohydrate_ABC_transporter_permease|record=617,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,4709724,4711031,+,1308,,carbohydrate ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4759186-4761600:+|gene=ybbP|product=putative_ABC_transporter_permease_subunit_YbbP|record=618,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,4759186,4761600,+,2415,ybbP,putative ABC transporter permease subunit YbbP,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:4850501-4851523:+|gene=nan|product=ABC_transporter_permease|record=619,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,4850501,4851523,+,1023,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:5025176-5026165:-|gene=nan|product=ABC_transporter_permease|record=620,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,5025176,5026165,-,990,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:5065428-5067098:-|gene=nan|product=ShlB/FhaC/HecB_family_hemolysin_secretion/activation_protein|record=621,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,5065428,5067098,-,1671,,ShlB/FhaC/HecB family hemolysin secretion/activation protein,False,DB_refined_virulence_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:5103866-5105545:-|gene=kdpA|product=potassium-transporting_ATPase_subunit_KdpA|record=622,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,5103866,5105545,-,1680,kdpA,potassium-transporting ATPase subunit KdpA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022035.1|NZ_CP011578.1:5153487-5154545:+|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=623,mcr1,mcr1_riskaware_top5,GCF_001022035.1,data_cas_offinder/expanded_panel/genomes/GCF_001022035.1_genomic.fna,NZ_CP011578.1,5153487,5154545,+,1059,modC,molybdenum ABC transporter ATP-binding protein ModC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1838105-1838962:-|gene=nan|product=ABC_transporter_permease|record=624,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1838105,1838962,-,858,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:2022374-2023504:-|gene=rffA|product=dTDP-4-amino-4%2C6-dideoxygalactose_transaminase|record=625,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,2022374,2023504,-,1131,rffA,dTDP-4-amino-4%2C6-dideoxygalactose transaminase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:2838554-2839588:+|gene=lsrC|product=autoinducer_2_ABC_transporter_permease_LsrC|record=626,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,2838554,2839588,+,1035,lsrC,autoinducer 2 ABC transporter permease LsrC,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:2925743-2928580:+|gene=glnE|product=bifunctional_[glutamate--ammonia_ligase]-adenylyl-L-tyrosine_phosphorylase/[glut|record=627,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,2925743,2928580,+,2838,glnE,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:3959038-3962160:-|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=628,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,3959038,3962160,-,3123,,MdtB/MuxB family multidrug efflux RND transporter permease subunit,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:544187-545245:-|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=629,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,544187,545245,-,1059,modC,molybdenum ABC transporter ATP-binding protein ModC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:593190-594869:+|gene=kdpA|product=potassium-transporting_ATPase_subunit_KdpA|record=630,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,593190,594869,+,1680,kdpA,potassium-transporting ATPase subunit KdpA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:631637-633307:+|gene=nan|product=ShlB/FhaC/HecB_family_hemolysin_secretion/activation_protein|record=631,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,631637,633307,+,1671,,ShlB/FhaC/HecB family hemolysin secretion/activation protein,False,DB_refined_virulence_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:673770-674759:+|gene=nan|product=ABC_transporter_permease|record=632,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,673770,674759,+,990,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:816805-817827:-|gene=nan|product=ABC_transporter_permease|record=633,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,816805,817827,-,1023,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:957091-958398:-|gene=nan|product=carbohydrate_ABC_transporter_permease|record=634,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,957091,958398,-,1308,,carbohydrate ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1233870-1235027:-|gene=cdaR|product=DNA-binding_transcriptional_regulator_CdaR|record=635,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1233870,1235027,-,1158,cdaR,DNA-binding transcriptional regulator CdaR,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1316576-1317781:+|gene=hofC|product=protein_transport_protein_HofC|record=636,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1316576,1317781,+,1206,hofC,protein transport protein HofC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1337714-1339201:-|gene=murE|product=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate_ligase|record=637,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1337714,1339201,-,1488,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1339188-1340954:-|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=638,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1339188,1340954,-,1767,,peptidoglycan glycosyltransferase FtsI,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1432625-1433929:-|gene=nan|product=MFS_transporter|record=639,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1432625,1433929,-,1305,,MFS transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1785775-1786146:-|gene=nan|product=plasmid_partitioning/stability_family_protein|record=640,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1785775,1786146,-,372,,plasmid partitioning/stability family protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:1910756-1912540:-|gene=aceK|product=bifunctional_isocitrate_dehydrogenase_kinase/phosphatase|record=641,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,1910756,1912540,-,1785,aceK,bifunctional isocitrate dehydrogenase kinase/phosphatase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:2118147-2119412:-|gene=nan|product=MFS_transporter|record=642,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,2118147,2119412,-,1266,,MFS transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:2442460-2443362:+|gene=dppC|product=dipeptide_ABC_transporter_permease_DppC|record=643,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,2442460,2443362,+,903,dppC,dipeptide ABC transporter permease DppC,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:2689514-2690122:-|gene=msrQ|product=protein-methionine-sulfoxide_reductase_heme-binding_subunit_MsrQ|record=644,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,2689514,2690122,-,609,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:3321655-3322650:-|gene=nan|product=FecCD_family_ABC_transporter_permease|record=645,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,3321655,3322650,-,996,,FecCD family ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:3641198-3642259:+|gene=nan|product=AI-2E_family_transporter|record=646,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,3641198,3642259,+,1062,,AI-2E family transporter,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:3790282-3791811:+|gene=nuoM|product=NADH-quinone_oxidoreductase_subunit_M|record=647,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,3790282,3791811,+,1530,nuoM,NADH-quinone oxidoreductase subunit M,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:3828491-3831148:-|gene=rcsD|product=phosphotransferase_RcsD|record=648,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,3828491,3831148,-,2658,rcsD,phosphotransferase RcsD,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:3920776-3921885:+|gene=apbC|product=iron-sulfur_cluster_carrier_protein_ApbC|record=649,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,3920776,3921885,+,1110,apbC,iron-sulfur cluster carrier protein ApbC,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:4318565-4319449:+|gene=ntrB|product=nitrate_ABC_transporter_permease|record=650,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,4318565,4319449,+,885,ntrB,nitrate ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top5|GCF_001022175.1|NZ_CP011624.1:4527491-4528450:-|gene=nan|product=ABC_transporter_permease|record=651,mcr1,mcr1_riskaware_top5,GCF_001022175.1,data_cas_offinder/expanded_panel/genomes/GCF_001022175.1_genomic.fna,NZ_CP011624.1,4527491,4528450,-,960,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
